Tid,Label,tweet
1659106,1,"RT @LickMeGently: Big booty = sour face ,no hair ,or she a hoe."
1659107,1,RT @Liddo_Shorty10: I can't fuck with sentimental bitches.
1659108,1,"RT @LifeAsABabe: be a girl with a mind, a princess with class, &amp; a bitch that doesn't give a fuck. &#128081;&#9996;&#128139;"
1659109,1,"RT @LifeAsBros: ""Don't be a bitch dude"" - easiest way to get your bro to do something."
1659110,1,"RT @LifeAsBros: *Girls* Hey beautiful!! (Friendship lasts 2 months)

*Bros* Sup pussy? (Friendship lasts forever)"
1659111,1,RT @LifeAsKing: Lawd!!! Twitter will humble the fuck out of a hoe so quick
1659112,2,RT @LifeAsKing: New Orleans is still trash
1659113,1,RT @LifeAs_Meghan: I only wear weave because I like it !! A bitch got hair &#128514;&#128129;
1659114,2,"RT @LifeFlightGirl: When someone is murdered, the police investigate the spouse first. 

And that tells you everything you need to know abo&#8230;"
1659115,2,RT @LifeNewsHQ: BREAKING: Florida Pro-Life Gov. Rick Scott Defeats Pro-Abortion Challenger Charlie Crist http://t.co/GpR1hQlEN2 #tcot http:&#8230;
1659116,1,RT @LiiilBxrde: Plot twist: it takes a lot to cut that bitch off &#128528;
1659117,2,RT @LikeJordanGAF: Pity parties are trash &amp; I don't throw them .
1659118,1,"RT @Likea_BOSS_x3: After a long day at work, bitch wunna rest her feet on me lol &#128514;&#128129;&#128524;&#128176; http://t.co/2rhN5HpASb"
1659119,1,"RT @LikwidCyance: As a fat nigga, I ain't ever gotten a broad off anything but the content of my character... Don't no bitches think im sex&#8230;"
1659120,1,"RT @LilBro___: ""pussy""&#128514;&#128557;&#128557; https://t.co/X4f6VA7g5q"
1659121,1,RT @LilFrenchy__: corny sex being having you wanna kill that bitch right then &amp; there &#128514;&#128553;&#128545;
1659122,1,RT @LilGrim_4DaFame: im just a average nigguh who chasin his money &amp; dreams while tryin stay out of trouble
1659123,1,RT @LilHakBeatz: &#8220;@ReturnOfTheMarc: I'ma beat with pussy up like Ray Rice. Hit it with a left. I don't need a right. #remix #tosoon&#8221; http:/&#8230;
1659124,1,RT @LilReese300: @trippygalll @StoneCold__ bum ass bitch u look like a hype Thot ass u a hot ready dirty ho &#128514;
1659125,1,RT @LilReese300: @trippygalll dats how u drop it dum ho ask about me b4 yu jump on my dick ho or reed about me yu cluck ass Thot
1659126,1,RT @LilReese300: Bitches gone do wat bitches do...#300
1659127,1,RT @LilReese300: Errday I take chances real street nigga shit take chances by fuckin wit u nothin ass hoes sumtime lol...#300
1659128,1,RT @LilReese300: I ain't chasin no hoes I got asthma lol...#300
1659129,1,RT @LilReese300: Ion feel dese nihhas or bitches...#300
1659130,1,RT @LilReese300: Rip blood money shoryy was a rider blew dat 50 at shy glizzy bitch ass in his own city yea yea...#300
1659131,1,RT @LilReese300: This bitch must b from Jojo world &#128514;&#128564;&#128561;
1659132,1,RT @LilTreProd: Why bitches brag about being crazy like that's cute? That's like a nigga bragging about how abusive he is
1659133,2,RT @LilTunechi: Eddie Lacy rookie of the year! Well deserved The green &amp; yellow bumble bee bekuz if he hit ya it's gon sting!Green Bay all&#8230;
1659134,1,RT @LilTunechi: Pik taken by Biebz! Shout out my nig Jereme Rogers http://t.co/B1yhx9zuSV
1659135,1,RT @LilTy___: Who do bitches take me for? &#128514;&#128514;&#128514;
1659136,0,RT @Lil_A47: @Vonteeeeee typical coon activity
1659137,1,RT @Lilbyrdy: If you only star tweets in hopes that you will magically get pussy...good luck and keep it up.
1659138,1,RT @LiloNoSnitch_: &#128514;&#128514;&#128514;bitch bye&#128530;
1659139,2,RT @LilyBean1313: And I thought I had a problem! #Oreos http://t.co/jfrBKzE1T5
1659140,1,RT @LinnyKravtiz: The Mona Lisa could've been a bad bitch http://t.co/dj3oDVDAP0
1659141,1,"RT @Lion_Heart__: &#8220;@FinallyGotANude: ""hippie dressed Tumblr bitches Smoke a blunt and all of a sudden they're the most abstract thinkers of&#8230;"
1659142,1,"RT @Lipe_the_Great: Had to charge my ipod. 
Fuck the redskins."
1659143,1,RT @Lipe_the_Great: Holy fucking shit. Why is a game against a third string qb redskins team so gut wrenching
1659144,1,RT @Lipe_the_Great: Is everyone on the redskins lathered in oil? What the fuck?
1659145,1,"RT @Lipe_the_Great: That fucking San Francisco game man. Wish that trash ass garbage team never ""won."" I pray that they meet in the fucking&#8230;"
1659146,1,"RT @LipstickYoda: Call my son ""nigger"": even respectable white ppl will be uncomfortable w/ you. Call him ""thug"":you probably can get off w&#8230;"
1659147,1,RT @Lipstickjovie_: &#8220;@BeyonceHair: That bitch cut me off.&#8221; Lmfaooooooooooo
1659148,1,"RT @LissetElisa: Juan likes black girls monday - wednesday, spanish girls thursday &amp; friday, &amp; white bitches on the weekend tbb"
1659149,1,RT @LittleKeee_: why do bitches hate on another bitch relationship &#128129;
1659150,1,RT @LittleMissAriee: after bitches get da dick they be dickmatized!
1659151,1,RT @LittleSavage_: oml i never questioned my nigga ab another bitch &amp; if the nigga ever said some shit like that! that nigga lied.
1659152,1,RT @LiveAndUncut: Good pussy takes your mind off the struggles and stresses of everyday life
1659153,1,RT @LiveAndUncut: It's a lot easier to let go of a girl if you find out she's been giving the pussy out like goodie bags at a birthday bash.
1659154,2,RT @LiveAndUncut: When I say Tainted I don't necessarily mean hoe or scandalous. It could be a number of things.
1659155,1,"RT @LiveAndUncut: if you really wanna please your man, seeing him pleased Gon turn you on. but you know, bitches aint really what they clai&#8230;"
1659156,1,RT @LiveAndUncut: the weeknds fans are all the same person to me. half hoe/A quarter gothic/ a quarter hipster
1659157,1,RT @Liveitupjersey: @1SleepingGiant @bad_boy_six That's what I call the bitch and block! If you fuck with someone stay and fight! She hit t&#8230;
1659158,1,RT @Liveitupjersey: @1SleepingGiant @ccass357 The only thing that cunt talked about was me crying about the traffic jam. Knows nothing abou&#8230;
1659159,1,RT @Liveitupjersey: @ccass357 @1SleepingGiant trash him for name calling? Read your Shit to me Bitch! That's all you got!!!!
1659160,1,RT @LivingLegend10: &#8220;@_herLIPStho: &#8220;@keepupwithle: She got the body of a faggot . http://t.co/XkyO6DrMsH&#8221; &#128553;&#128557;&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;
1659161,1,RT @Livlopezzz: Let me make this clear I don't need no fucking body! I don't need none of you whack ass hoes too be friend &#128564;
1659162,2,"RT @LizardLickTowin: - @CMchatLIVE #CMchat why do U think its so hard for""hick hop""2get major air time on most stations #cmchat when it's w&#8230;"
1659163,1,RT @Lizeth0714: NC's weather is seriously fucken retarded. How is it gonna be 40 something today and almost 80 Saturday
1659164,1,RT @LizzardJurado: @b10oreo YESSS it's that one! Ooze! This nigguh! &#128514;&#128514; http://t.co/7DBMDas6Om
1659165,2,RT @Lmao: When I make the paper ball into the trash can. &#128240;&#127936;&#128168; http://t.co/VjeGtjEP3X
1659166,2,RT @Lmao: When you eat food that's too hot and start breathing like a retarded dragon.
1659167,1,RT @LmaoSoFunny: Kicked the soul outta dis bitch https://t.co/5xWHYdP7U8
1659168,2,RT @LoQueEllasSaben: Amo a esa gente que me odia.. http://t.co/8Zr3e0YsoE
1659169,1,RT @Log_Popz: If you love her hide your bitch so you keep shorty
1659170,1,RT @LoganWarner12: These hoes ain't loyal
1659171,1,"RT @Lonely_Dad: and if you ain't a ho, get up out my trap house"
1659172,1,RT @LongLiveChris__: Project hoes &#8220;@Willie_D_HOE: When Bitches Get That Income Tax They Do Shit Like This http://t.co/EDShCLcjRk&#8221;
1659173,1,RT @LongestMonday: I aint got no problem chicks goin on vacay to the states to be hoes. Just declare ya AIDS at the border when ya come back
1659174,1,RT @LonnieDukes: CHILL!!!! RT @Marcus_Supreme: Tweet you don't like bitches wit short hair ya mentions gon be full of this http://t.co/HaK&#8230;
1659175,1,RT @LookinnnAss: - you a pussy I see yo whiskers!
1659176,2,"RT @LorenaSGonzalez: I am a California State Assemblywoman, but remain a proud @Teamsters #unionmember -- celebrating #LaborDay weekend ho&#8230;"
1659177,1,RT @LorenzoLuciano: Females always complaining about some shit niggas ain't doing right ....like bitches don't have flaws
1659178,1,RT @LosBeOnIt: Anyone and everyone can have my ex. Fuck that hoe.
1659179,1,RT @LosBeOnIt: Lmaoooo RT @cqminaj: When you break up with your bf and you gotta pull out your old hoe moves like http://t.co/w9ctZKcXCJ
1659180,1,"RT @LosBeOnIt: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title d&#8230;"
1659181,1,RT @LosBeOnIt: That guy who you're so into and who is constantly an asshole to you doesn't give a damn about you beyond ur pussy
1659182,1,RT @LouieVRee: Dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant
1659183,1,RT @LouieVRee: Eating pussy is dangerous bitches be trying to snap your fucking neck
1659184,1,RT @LouieVRee: I need a ride or die bitch! http://t.co/tb1TMSVTrQ
1659185,1,RT @LouieVRee: If that nigga Santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes
1659186,1,RT @LouieVRee: Just cause i liked a photo from 32 weeks ago don't mean i'm stalking you bitch you just don't look as good as you used to
1659187,1,RT @LouieVRee: Lord help this bitch http://t.co/cr8yfMKtMG
1659188,1,RT @LouieVRee: This bitch feet been through 20 years of slavery http://t.co/mElJYA6qSP
1659189,1,RT @LouieVRee: Weed louder than a Darkskin bitch in the club
1659190,1,RT @LouieVRee: Well damn girl you a bad bitch now http://t.co/wU0ARD7YIF
1659191,1,RT @LouieVRee: When a bitch reads your message but doesn't respond http://t.co/T4Xjyp2m7Z
1659192,1,RT @Lovablee_Tyy: Im a bitch when Im hungry !
1659193,1,RT @LoveAmari_x: I would never be with someone that's afraid to tell niggas and bitches we're together. I look like a secret? Fuck outta h&#8230;
1659194,1,RT @LoveLifeEst13: @West305 u look like an all black persian rug. . with no designs on that bitch and couple nut stains dingy boy
1659195,1,RT @LoveMe_AshMarie: I wish it was appropriate to go around slapping bitches when they say stupid shit
1659196,1,RT @Love_Zykerria: If he Can't hear that pussy Smacking then it ain't Wet enough!
1659197,1,"RT @LovelyMariiee: ""@GinaSanabria_: Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;"""
1659198,2,RT @LowkeyGado: PND vocals so trash lmao
1659199,1,RT @LowkeyStoner_: Gay girls really do get more pussy than niggas &#128514;&#128069;&#127946;&#128175;
1659200,2,"RT @Loxodonta_s: #News &#8212; #Democrats and #AntiSemitism &#8212; #Jewish group condemns VP Joe Biden&#8217;s offensive reference to ""Shylocks"" http://t.co&#8230;"
1659201,1,"RT @LoyalHeart_: a nigga gone be a nigga im sorry, &amp; a hoe gone be a hoe regardless ."
1659202,1,"RT @LoyalPeopleOnly: Kanye was like... ""If ANY of you bitches even THINK about attacking me in the elevator&#128527;""

https://t.co/1TI5K1f1sf"
1659203,1,RT @Loyalboy_brown: Unt really fucking suck this year... Smh how did they get right back to trash in one season
1659204,1,RT @Lpietrantonio: BPG bitch
1659205,1,RT @Lpietrantonio: Iggy got a fat ass but other than the bitch look like a flounder fish
1659206,2,RT @Lrihendry: Pregnant S.E. Cupp&#8217;s classic response to &#8216;liberal dem&#8217; who calls her &#8216;chunky&#8217; &#8211; with bonus tweets http://t.co/U8nlYWEfiO via&#8230;
1659207,1,RT @LuaBoo: &#8220;@uce_INA: Hazel e looks like a bird... Her and kaep prolly related by nose and shit&#8221; thats why Berg wont ever make her DAT BIT&#8230;
1659208,1,RT @LucciVee: Free pancake day at ihop....side bitches finna finally get a date out a nigga
1659209,1,RT @Luccixo: When a bitch start looking at bae &#128530;&#128514; http://t.co/o0AGdd9fQh
1659210,2,RT @LucentVariable: @TonyJRodriguez friendly reminder that you shouldn't try to have sex with birds
1659211,1,RT @LuchieCapone: &#8220;Kik me&#8221; ass hoes RT @mayasvritaa: Got an iPhone but it&#8217;s off ass bitches
1659212,2,"RT @LuckyLanceJ: A bird doesn't sing because it has an answer, it sings because it has a song.~ @DrMayaAngelou"
1659213,1,RT @LuckyLanceJ: Life's a bitch. You've got to go out and kick ass. @DrMayaAngelou
1659214,1,RT @LucyyLuux: &amp; when a nigga don't care if you leave it's cause he gotta another bitch he was tired of creeping w/ anyway !
1659215,1,RT @Luh_Myra: can't no bitch tell me a nigga NOT mines until she ready to tell me how tf he hers . &#128564;&#128075; it's levels to this shit ! &#128540;
1659216,0,RT @LuieSanches: PROUDLY a racist. u dumb nigger
1659217,1,RT @LuisEnriquez94: You don't love her if you keep a couple other hoes on the side
1659218,1,"RT @Luisaco_: @Tonymartinezz15 dude last day, fuck it walk out that bitch"
1659219,2,RT @Luke5SOS: 5sos are trash !
1659220,2,RT @Luke_Grossman52: That's what sports are about. Forget the arrogance &amp; trash talking. Its about making people feel like they are a part &#8230;
1659221,1,RT @LupeMeCoje: What's going down pussies?
1659222,2,RT @LuvKittensDaily: Oreo being adorable http://t.co/5ZMZVT0sUl
1659223,1,"RT @LuvPug: If you don't RT cat tweets, you're just a big pussy"
1659224,1,RT @Lydsortiz: Can't treat these hoes like ladies man...
1659225,1,RT @Lydsortiz: Knew a bad bitch but she was kinda slow
1659226,1,"RT @Lyl_HOE: I heard ""Love Dont Love You"" by En Vogue at work lastnight .. Shit groovy as a bitch .."
1659227,2,"RT @LynchieWCVB: Big night at WCVB. Martha Coakley-Charlie Baker debate here at 7, Bruins-Minnesota WIld, World Series Game #6."
1659228,1,"RT @Lyndsay_Sue_x2: Ford. F-O-R-D, just a fancy name for a fag mobile"
1659229,1,RT @LynkinTheDog: @TNasty4Teen I do not love these hoes
1659230,2,"RT @Lysettemariee: Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;"
1659231,1,RT @Lyssaboo_23: You local ass bitch
1659232,1,"RT @MAKEUP_SEX: trash talked by many . hated by some . & guess how many fucks i give , its less than one ."
1659233,0,RT @MANIAC3X: @Buckm00se I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&#8230;
1659234,0,RT @MANIAC3X: @NotoriousBM95 @Woody_AFC @_WhitePonyJr_ @santi_4l @Bamoose12 start crying and stalking him faggot. I want to laff
1659235,0,"RT @MANIAC3X: @larryx2010 @FloydMayweather not gonna happen the coward nigger gets lit up. He knows it. ""PAC has to sign to TMT"" but why di&#8230;"
1659236,1,RT @MANIAC3X: Lmaooo The Cleveland G00n sent DRose to hell last night in his own home and this faggot @NotoriousBM95 disappeared
1659237,1,"RT @MATTerbate: ""Omg October is gonna be the best month ever"" 

Basic bitch"
1659238,1,RT @MA_OTL: Luv n hip hop checks drying up bitches turning to insurance scams! http://t.co/JrJtHV25t2
1659239,0,"RT @MAfreedom: If you dont see the connection between legitimizing the queer lifestyle, and an increase in STD's and sexual deviancy- yo ..."
1659240,2,RT @MCGetBizzy: Rise of the planet of the apes http://t.co/Ww3xbbUJg7
1659241,2,"RT @MELODICthunder: Nah, 2013 was trash RT @IshaboiBrandon: 2014 was so trash dawg"
1659242,1,RT @MGKyd_O: I don't understand how so many Americans can hate on Obama for saluting with a latte. Nobody tells these swagfags anything abo&#8230;
1659243,1,RT @MIKEB_IN_THE_D: @_thomkins_ I got 11 nuggets this time bitch. #CouldntBeHappier
1659244,1,"RT @MIKEMIKE2REAL I told u bout doing that &#128514;""@ThoughtsOfRandy: Some niggaz will say and PAY anything to get the pussy."" + must be you"
1659245,1,RT @MILLYvanillyy_: Noooo let me tell yall .... Some bitches in baltimore be ratchetttttt .
1659246,2,"RT @MLBFanCave: Derek Jeter and the @Yankees present Paul Konerko with a retirement gift.

WATCH: http://t.co/St6QGJy0j6 http://t.co/7zBGvH&#8230;"
1659247,2,"RT @MLBStatoftheDay: Since 1914, Derek Jeter&#8217;s 91 multi-hit games vs @RedSox are 4th most among @Yankees, behind Gehrig&#8217;s 121, Ruth&#8217;s 99 an&#8230;"
1659248,1,RT @MLPerkinsJr: Overtime bitches.
1659249,2,RT @MNYves: He's an idiot. RT @M00n_baby: miserable trash excuse for a man http://t.co/jtL7Uis2YM
1659250,1,RT @MNYves: I want someone I can call my own without another bitch staking claim on him simultaneously.
1659251,1,RT @MNicolee_: Got this bitch at work mad with me bc her ex BITCH on my dick &#128514;&#128514;&#128514;
1659252,2,"RT @MTVUK: #Directioners, 1D's @zaynmalik &amp; @Louis_Tomlinson monkey around on set of #StealMyGirl video: http://t.co/sOEbNlR8Re http://t.co&#8230;"
1659253,0,"RT @MXLLXVV: ""@VivaLAJuicyy69: ----&gt; tragedy smh RT @MXLLXVV: Niggas don't know you but will throw dirt on your name for the pussy you h&#8230;"
1659254,1,RT @Mabelistocute: Every bad bitch comes with mood swings
1659255,1,RT @Mabelistocute: You suppose to keep your hoes from finding out about each other
1659256,2,RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.
1659257,1,RT @MacMiller: Liam Gallagher came to see me perform tonight. He said I was a mental cunt. That's fucking amazing.
1659258,2,"RT @Macbeth870: #bowebergdahl There hasn't been a trade this lopsided since Babe Ruth was traded to the Yankees for ""No No Nanette"" cash."
1659259,1,"RT @MackLovin_: Ctfu, nigga's only call you a bitch when you speaking the truth about em or they don't get they way &#128514;&#128514;"
1659260,1,RT @MadChad412: OMG Hahaha best thing you will watch today. Milan Lucic is a crybaby bitch goon. F him and F the Bruins https://t.co/KkPzGL&#8230;
1659261,1,RT @MadFlyentist: Look at all those fake ass fuck boy ass desperate for a ring ass trash ass fake ass fans out there
1659262,1,"RT @MadPatsFan1954: .@FR_INC ""coon meat?!"" Made me ill to even type that. Racist much? @lybr3"
1659263,1,RT @MadameCrystalB: Tori better watch-out from her hoes..she's gonna get caught up &#128064;&#128064;&#128064;
1659264,1,"RT @MaddieKreyKrey: I have to pretend like I'm a cold hearted bitch and cut you off in an instant without a second thought, when actually I&#8230;"
1659265,1,RT @MadeaDonPlay: Call da po po hoe.
1659266,1,RT @Magssca: &#8220;@uce_INA: @Magssca you aint gon take a pic tho&#8221; &#128133; not scared to I'm in a Japanese steakhouse tho bitch was walking quick
1659267,2,RT @MahoganyLOX: vintage mickey &#127800; http://t.co/03otPzXCbI
1659268,1,RT @MahoghanyXO: The world wouldn&#8217;t be as fun if hoes didn&#8217;t exist.
1659269,1,RT @MainetheCK: I sell dope. I fuck hoes and make songs bout the shit. I rob niggas for they work and dont feel wrong bout the shit.
1659270,2,RT @MajorNews911: NBC News projects Charlie Baker (R) wins Massachusetts Governor. http://t.co/Su9JblPLrO
1659271,1,"RT @Makeit_aMiller: @Mike_Stud @HoodieAllen hoodie is a little bitch, when was the last time you heard about hoodies ""team"" mike put all hi&#8230;"
1659272,1,RT @Males_Thoughts: No bitch ass chick flick will ever be as sad as this movie http://t.co/o0sk0SM40f
1659273,1,"RT @MalloryYnfante: All I see over Instagram ""Alice Texas hoes"". That's so low... Even for Alice."
1659274,1,RT @Mana_Bananas: Lol my wall of trust is so thick now. If I'm the biggest bitch you've ever met. You'll know why ;*
1659275,1,"RT @MandyMarin: Welcome to Good Burger, home of the Good Burger, can I fuck your bitch?"
1659276,1,RT @MandylouGraham: We put a redneck in the White House it's gonna be the camo house. @Moccasin_Creek &#128521;&#128514;
1659277,2,"RT @ManiChakr: @ArvindKejriwal itni bahaduri!!! interviews mein to hamesha marne ko tayyar rehte ho, got scared of crackers? LOL http://t.c&#8230;"
1659278,1,RT @MannyCovarrubia: It ain't nothing to cut that bitch off&#9986;&#65039;
1659279,1,RT @Manny_bermudez2: Back in this bitch
1659280,1,RT @Manstagram_: This bitch went full on retard http://t.co/nXj4QqGMx2
1659281,2,RT @Manstagram_: When I make the paper ball into the trash can http://t.co/m90W9N1zbT
1659282,1,RT @Manstagram_: When your trying to resist the urge to smack a bitch http://t.co/8eQ3xB8Cjb
1659283,2,RT @MarcACaputo: BREAKING: Charlie Crist files emergency motion for a mulligan.
1659284,1,RT @Marckoo_yo: Youzza bitch
1659285,1,RT @MarcusButlerTv: When someone's phone goes off in the cinema I want to jump across the seats and fly kick dat bitch.
1659286,2,"RT @Mari_813: ""Bae"" means ""before anything else"" I always thought it was a ghetto word for ""babe"""
1659287,1,RT @MarijuanaPosts: Ever leave me around your bitch I&#8217;mma get her stoned.
1659288,1,RT @MarioPalush: trying so hard to resist the urge to smack a bitch http://t.co/UkOF7K2RrH
1659289,1,RT @MarkAdkins2: #projectdrugs&amp;bitches
1659290,1,RT @MarkB_LifeStyle: They trash... RT @B_Dot_Conto: Pointless Bitches In The Club RT @RooseveltChaun: Smfh http://t.co/X4o0wmAtws
1659291,1,RT @Marlin_FishyAss: A bitch a get chalked b4 I catch feelings
1659292,1,RT @Marlin_FishyAss: Damn hoes askin niggas do I smoke.... No bitch u not getting smoked out tonight
1659293,1,RT @Marlin_FishyAss: If I did smoke I would not be smokin hoes out... Less they gettin fucked on
1659294,1,RT @Marlin_FishyAss: If yo hoe choose.. Let her choose fuck her friend or her momma
1659295,1,RT @MarqsBack: &#8220;@viaNAWF: Twitpic your reaction if you find out the love of your life selling pussy/sold pussy on backpage&#8221; http://t.co/xZi&#8230;
1659296,1,RT @MarsaSteenhoek: 50 rts&amp; I'll take the mic&amp; say fuck her right in the pussy http://t.co/4VHc5O7rZ5
1659297,1,RT @MarshallTaylor_: You got niggas and I got bitches.
1659298,1,RT @MartinSopchak: @TheChrisCates you're a fucking pussy. And no this isn't a joke you girly little bitch.
1659299,2,RT @MaryWCVB: Charlie Baker about to make his final election eve campaign stop- here at Swampscott High School. #wcvb #wcvbpoli http://t.co&#8230;
1659300,2,RT @MaryWCVB: Congressional Hopeful Richard Tisei stops in at Baker's Swampscott Rally. But still no Charlie. #wcvb http://t.co/uycfEng3B9
1659301,2,RT @MaryWCVB: Still waiting for Charlie Baker to take the stage in Swampscott. #wcvb http://t.co/lYb3Thm199
1659302,1,RT @Master11_: Slowly moving down the list in bs and hoes .... I already know Nolan and Lamar stock is rising lol
1659303,1,RT @MasterChefSweg: Basic bitch starter pack http://t.co/ehE4QBUVuJ
1659304,1,RT @MasterSleepy: @JefDaBest cranberry juice niggah ... 100% cranberry with vitamin c ... You'll piss it out
1659305,1,RT @Masteroshi_: #MigosConcert was turnt af last night but @BobbyShmurdaGS9 shut that bitch down wit #hotnigga frfr
1659306,1,RT @MattAncheyta: Dumb bitch
1659307,1,RT @MattHasTheMusic: @SelfPaidYayo @OGMaco if u ain't making music for me to sip Henny to u a bitch so Maco winnin if he from a island no f&#8230;
1659308,2,RT @Matt_Simonson: Oomfs teeth are quite yellow&#128514;&#128128;&#128128; @WBDyllon_
1659309,1,"RT @Matthops82: In conclusion, Lois Lerner is a giant bitch."
1659310,1,"RT @Matthops82: cc: Rosemary Lehmberg RT @ComedyCentral: &#8220;I'll show you how to chug a beer, motherf**ker!&#8221; #Beerfest http://t.co/1JNGk3MXfh"
1659311,1,"RT @MattieTrump97: Win % since pile of trash @jairusbyrd went to New Orleans:

#Buffalo:1.000
#NewOrleans:0.0000000000000

#FuckByrd
#WhoNe&#8230;"
1659312,2,"RT @Matty_Kem: My favorite shark is megaldon, my least favorite is a mud shark. They are the worst"
1659313,1,"RT @Mattyfatass: You a pussy bitch and I kick your ass in gta, but you're chill as fuck and we need that 1v1 in basketball again"
1659314,2,"RT @MaxAbrahms: When Americans claim #ISIS is just a ""local threat,"" reply: You mean just to Iraq, Syria, Turkey, Jordan, Saudi Arabia, Leb&#8230;"
1659315,1,RT @MaxDeLaCruz8: Happy birthday bitch @Whitecholo23 http://t.co/DmeqQFL8X1
1659316,2,RT @Maxicat: Charlie Rangel Re-Writes History: On GOP &#8220;They Think They Won The Civil War&#8221; http://t.co/moCeUBRUTf
1659317,1,RT @Maxin_Betha Wipe the cum out of them faggot RT @80sbaby4life Contact lens is wildin can't see shit
1659318,1,"RT @MayaAngelouFRO: Ready to slay these bitches and im not even half way thew my soak
http://t.co/uKCdyM7kbx"
1659319,1,RT @Mbw44: &#8220;@luzerne_troy: &#8220;@balenceeaga: &#8220;@AienneLuckera: This bitch is awesome &#128588; http://t.co/Q5yhJTbcnr&#8221;need this
1659320,2,"RT @McNarstle: ...and rounding out our CNN Ebola panel tonight, the monkey from the 1995 film, OUTBREAK."
1659321,2,RT @McNarstle: @CzickenShack I go on Drudge Report every day now hoping to see a story about your tranny army
1659322,2,"RT @McNarstle: And she's watchin' him with those eyes / And she's makin' him linguine &amp; clams with that body, I just know it!"
1659323,1,"RT @McNarstle: Yes, the bird tweets in the morning are lovely but remember, what you're hearing is: BIRD COCK HERE! GET SOME ROCK HARD BIRD&#8230;"
1659324,1,RT @Mdizzle9000: this dumb bitch said....RT @MsVaVaVoom No matter what a man says the only way he'll truly respect you is if u hold out sex
1659325,2,RT @Medz4u: &#8226;not all black girls are ghetto though
1659326,1,"RT @MeechIsDEAD: I Cant Wait Till U &amp; Ya Boyfriend Break Up, That nigga act Like he own the pussy"
1659327,1,RT @Meechgod: &#8220;@1017_Sqquad: But it's some bad bitches on backpage ... You might find one of yo followers on there too &#128064;&#128064; &#128056;&#9749;&#65039;#WhereTheyAtDo&#8230;
1659328,0,RT @Meet_Nallah: &#8220;@mckenxcassie: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO
1659329,1,"RT @Meeting_aJERNed: Fam RT @PBS_Impulse9: ""It ain't nothin to cut that bitch off""

--- Vincent Van Gogh"
1659330,2,RT @MeganCammalleri: Thank you to the Perkins student section for participating in the yellow out. We all really appreciated it!
1659331,0,RT @MelechT: Apartheid. &#8220;@No_Cut_Card: pedestrian check = show me your freedom papers you darkies.&#8221;
1659332,2,RT @MelissaTweets: Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;
1659333,1,RT @MelloPsycho: Apparently the current hair trend for Hollywood bitches is to look like you lost a fight with a weed whacker.
1659334,2,RT @MemphisMSoccer: 50' 2nd yellow card issued for Temple
1659335,2,RT @MensHumor: Cheating on a good woman is like eating out of the trash instead going out for steak. #truth
1659336,2,"RT @MensHumor: Kim Kardashian had a baby...in more important news, I took out the trash last night."
1659337,1,"RT @MensHumor: Monday, what's up you ugly bitch?"
1659338,1,RT @MensHumor: One man's trash is another man's girlfriend.
1659339,1,RT @MenstruaI: hearing a bitch tell a story and all u can think is &#8220;lie lie lie&#8221; &#128530;
1659340,1,RT @MenstruaI: rt if ur a sassy ass bitch
1659341,2,"RT @MetalHammer: Are you in London this evening? 
Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from &#8230;"
1659342,1,RT @MetroBoomin: Coming soon on a bitch nigga!!!!! #MONSTERtape 10.28 http://t.co/03aS6BGqeC
1659343,1,"RT @MettaDamnFool: &#128557;&#128557;&#128557;&#128557; RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/k2TU1S85t6"
1659344,1,RT @MeyaKardashian: This bitch is fucking insane. &#8220;@TwiterDeze_NUTS: 2) what is a sentence that describes you in 5 words?&#8221;
1659345,1,"RT @MiSSKathEVO: #NoFilter I been getting money I ain't worried 'bout a ho, No matter the occasion I'ma always get the dough &#128539; http://t.co/&#8230;"
1659346,2,RT @MichaelArenella: Shy girls are cute
1659347,1,RT @MichaelBlackson: #ShoutOut to ChrisBrown for beating up another bitch
1659348,1,"RT @MichaelBlackson: This tall goofy bitch just walked in the club, sit your Britney Griner lookin ass down"
1659349,0,RT @MichaelGT03: Happy birthday freshman faggots @cooopster98 @Chase123456718
1659350,1,"RT @MichaelJDelaney: @0beyYourMaster real ""lil""...bitch you short as fuck"
1659351,1,"RT @MichalaSmith4: @zzachbarness @TrippinC &#9995; he has a date, hoe."
